
[2026-02-25 07:59:48.137]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:59:48.416]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:59:48.418]	[main.py - <module>():91]		ETHUSDT — price=1885.0500, 24h_high=1944.8600, atr=3.953058
[2026-02-25 07:59:48.418]	[logic.py - should_long_dca():181]		[DCA] drop=3.08% level=1 (was 0) -> NEW LEVEL spend=$3.08
[2026-02-25 07:59:48.418]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2097% vs required 0.3000%
[2026-02-25 07:59:48.419]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:59:48.670]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:59:48.671]	[main.py - <module>():91]		SOLUSDT — price=81.5700, 24h_high=82.9900, atr=0.215098
[2026-02-25 07:59:48.671]	[logic.py - should_long_dca():181]		[DCA] drop=1.71% level=0 (was 0) -> no new level
[2026-02-25 07:59:48.671]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:59:58.682]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:59:58.957]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:59:58.958]	[main.py - <module>():91]		BTCUSDT — price=64898.2300, 24h_high=66310.0000, atr=106.181451
[2026-02-25 07:59:58.959]	[logic.py - should_long_dca():181]		[DCA] drop=2.13% level=1 (was 0) -> NEW LEVEL spend=$2.13
[2026-02-25 07:59:58.959]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1636% vs required 0.3000%
[2026-02-25 07:59:58.959]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:59:59.214]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:59:59.215]	[main.py - <module>():91]		ETHUSDT — price=1885.0500, 24h_high=1944.8600, atr=3.953058
[2026-02-25 07:59:59.215]	[logic.py - should_long_dca():181]		[DCA] drop=3.08% level=1 (was 0) -> NEW LEVEL spend=$3.08
[2026-02-25 07:59:59.215]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2097% vs required 0.3000%
[2026-02-25 07:59:59.215]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:59:59.482]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:59:59.482]	[main.py - <module>():91]		SOLUSDT — price=81.5700, 24h_high=82.9900, atr=0.215098
[2026-02-25 07:59:59.483]	[logic.py - should_long_dca():181]		[DCA] drop=1.71% level=0 (was 0) -> no new level
[2026-02-25 07:59:59.483]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:00:09.494]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:00:09.768]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:09.769]	[main.py - <module>():91]		BTCUSDT — price=64915.8600, 24h_high=66310.0000, atr=99.857776
[2026-02-25 08:00:09.770]	[logic.py - should_long_dca():181]		[DCA] drop=2.10% level=1 (was 0) -> NEW LEVEL spend=$2.10
[2026-02-25 08:00:09.771]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1538% vs required 0.3000%
[2026-02-25 08:00:09.771]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:00:10.038]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:10.040]	[main.py - <module>():91]		ETHUSDT — price=1885.7600, 24h_high=1944.8600, atr=3.722126
[2026-02-25 08:00:10.040]	[logic.py - should_long_dca():181]		[DCA] drop=3.04% level=1 (was 0) -> NEW LEVEL spend=$3.04
[2026-02-25 08:00:10.041]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1974% vs required 0.3000%
[2026-02-25 08:00:10.041]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:00:10.322]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:10.322]	[main.py - <module>():91]		SOLUSDT — price=81.6100, 24h_high=82.9900, atr=0.203305
[2026-02-25 08:00:10.323]	[logic.py - should_long_dca():181]		[DCA] drop=1.66% level=0 (was 0) -> no new level
[2026-02-25 08:00:10.323]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:00:20.334]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:00:20.601]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:20.603]	[main.py - <module>():91]		BTCUSDT — price=64912.7500, 24h_high=66310.0000, atr=99.857776
[2026-02-25 08:00:20.603]	[logic.py - should_long_dca():181]		[DCA] drop=2.11% level=1 (was 0) -> NEW LEVEL spend=$2.11
[2026-02-25 08:00:20.604]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1538% vs required 0.3000%
[2026-02-25 08:00:20.604]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:00:20.855]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:20.855]	[main.py - <module>():91]		ETHUSDT — price=1885.9900, 24h_high=1944.8600, atr=3.738554
[2026-02-25 08:00:20.856]	[logic.py - should_long_dca():181]		[DCA] drop=3.03% level=1 (was 0) -> NEW LEVEL spend=$3.03
[2026-02-25 08:00:20.856]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1982% vs required 0.3000%
[2026-02-25 08:00:20.856]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:00:21.121]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:21.123]	[main.py - <module>():91]		SOLUSDT — price=81.6000, 24h_high=82.9900, atr=0.203305
[2026-02-25 08:00:21.123]	[logic.py - should_long_dca():181]		[DCA] drop=1.67% level=0 (was 0) -> no new level
[2026-02-25 08:00:21.124]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:00:31.135]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:00:31.393]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:31.394]	[main.py - <module>():91]		BTCUSDT — price=64915.8600, 24h_high=66310.0000, atr=99.857776
[2026-02-25 08:00:31.394]	[logic.py - should_long_dca():181]		[DCA] drop=2.10% level=1 (was 0) -> NEW LEVEL spend=$2.10
[2026-02-25 08:00:31.395]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1538% vs required 0.3000%
[2026-02-25 08:00:31.395]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:00:31.656]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:31.657]	[main.py - <module>():91]		ETHUSDT — price=1885.9700, 24h_high=1944.8600, atr=3.738554
[2026-02-25 08:00:31.658]	[logic.py - should_long_dca():181]		[DCA] drop=3.03% level=1 (was 0) -> NEW LEVEL spend=$3.03
[2026-02-25 08:00:31.658]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1982% vs required 0.3000%
[2026-02-25 08:00:31.658]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:00:31.920]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:31.921]	[main.py - <module>():91]		SOLUSDT — price=81.6100, 24h_high=82.9900, atr=0.203305
[2026-02-25 08:00:31.921]	[logic.py - should_long_dca():181]		[DCA] drop=1.66% level=0 (was 0) -> no new level
[2026-02-25 08:00:31.921]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:00:41.932]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:00:42.187]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:42.187]	[main.py - <module>():91]		BTCUSDT — price=64915.8700, 24h_high=66310.0000, atr=99.857776
[2026-02-25 08:00:42.187]	[logic.py - should_long_dca():181]		[DCA] drop=2.10% level=1 (was 0) -> NEW LEVEL spend=$2.10
[2026-02-25 08:00:42.188]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1538% vs required 0.3000%
[2026-02-25 08:00:42.188]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:00:42.440]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:42.441]	[main.py - <module>():91]		ETHUSDT — price=1886.0000, 24h_high=1944.8600, atr=3.738554
[2026-02-25 08:00:42.441]	[logic.py - should_long_dca():181]		[DCA] drop=3.03% level=1 (was 0) -> NEW LEVEL spend=$3.03
[2026-02-25 08:00:42.441]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1982% vs required 0.3000%
[2026-02-25 08:00:42.441]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:00:42.704]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:42.705]	[main.py - <module>():91]		SOLUSDT — price=81.6000, 24h_high=82.9900, atr=0.203305
[2026-02-25 08:00:42.705]	[logic.py - should_long_dca():181]		[DCA] drop=1.67% level=0 (was 0) -> no new level
[2026-02-25 08:00:42.705]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:00:52.716]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:00:52.973]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:52.974]	[main.py - <module>():91]		BTCUSDT — price=64915.8800, 24h_high=66310.0000, atr=99.858490
[2026-02-25 08:00:52.974]	[logic.py - should_long_dca():181]		[DCA] drop=2.10% level=1 (was 0) -> NEW LEVEL spend=$2.10
[2026-02-25 08:00:52.974]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1538% vs required 0.3000%
[2026-02-25 08:00:52.974]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:00:53.223]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:53.224]	[main.py - <module>():91]		ETHUSDT — price=1886.2200, 24h_high=1944.8600, atr=3.754268
[2026-02-25 08:00:53.224]	[logic.py - should_long_dca():181]		[DCA] drop=3.02% level=1 (was 0) -> NEW LEVEL spend=$3.02
[2026-02-25 08:00:53.224]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1990% vs required 0.3000%
[2026-02-25 08:00:53.224]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:00:53.478]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:00:53.478]	[main.py - <module>():91]		SOLUSDT — price=81.6100, 24h_high=82.9900, atr=0.203305
[2026-02-25 08:00:53.479]	[logic.py - should_long_dca():181]		[DCA] drop=1.66% level=0 (was 0) -> no new level
[2026-02-25 08:00:53.479]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:01:03.489]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:01:03.743]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:03.744]	[main.py - <module>():91]		BTCUSDT — price=64920.6700, 24h_high=66310.0000, atr=100.200633
[2026-02-25 08:01:03.744]	[logic.py - should_long_dca():181]		[DCA] drop=2.10% level=1 (was 0) -> NEW LEVEL spend=$2.10
[2026-02-25 08:01:03.744]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1543% vs required 0.3000%
[2026-02-25 08:01:03.745]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:01:03.995]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:03.996]	[main.py - <module>():91]		ETHUSDT — price=1886.5000, 24h_high=1944.8600, atr=3.774268
[2026-02-25 08:01:03.996]	[logic.py - should_long_dca():181]		[DCA] drop=3.00% level=1 (was 0) -> NEW LEVEL spend=$3.00
[2026-02-25 08:01:03.996]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2001% vs required 0.3000%
[2026-02-25 08:01:03.996]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:01:04.250]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:04.250]	[main.py - <module>():91]		SOLUSDT — price=81.6100, 24h_high=82.9900, atr=0.203305
[2026-02-25 08:01:04.251]	[logic.py - should_long_dca():181]		[DCA] drop=1.66% level=0 (was 0) -> no new level
[2026-02-25 08:01:04.251]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:01:14.252]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:01:14.527]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:14.528]	[main.py - <module>():91]		BTCUSDT — price=64921.8100, 24h_high=66310.0000, atr=101.859918
[2026-02-25 08:01:14.528]	[logic.py - should_long_dca():181]		[DCA] drop=2.09% level=1 (was 0) -> NEW LEVEL spend=$2.09
[2026-02-25 08:01:14.529]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1569% vs required 0.3000%
[2026-02-25 08:01:14.529]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:01:14.794]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:14.795]	[main.py - <module>():91]		ETHUSDT — price=1886.6400, 24h_high=1944.8600, atr=3.821411
[2026-02-25 08:01:14.796]	[logic.py - should_long_dca():181]		[DCA] drop=2.99% level=1 (was 0) -> NEW LEVEL spend=$2.99
[2026-02-25 08:01:14.796]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2026% vs required 0.3000%
[2026-02-25 08:01:14.796]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:01:15.048]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:15.049]	[main.py - <module>():91]		SOLUSDT — price=81.6100, 24h_high=82.9900, atr=0.204734
[2026-02-25 08:01:15.049]	[logic.py - should_long_dca():181]		[DCA] drop=1.66% level=0 (was 0) -> no new level
[2026-02-25 08:01:15.049]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:01:25.058]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:01:25.325]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:25.326]	[main.py - <module>():91]		BTCUSDT — price=64929.6500, 24h_high=66310.0000, atr=101.859918
[2026-02-25 08:01:25.327]	[logic.py - should_long_dca():181]		[DCA] drop=2.08% level=1 (was 0) -> NEW LEVEL spend=$2.08
[2026-02-25 08:01:25.327]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1569% vs required 0.3000%
[2026-02-25 08:01:25.327]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:01:25.594]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:25.595]	[main.py - <module>():91]		ETHUSDT — price=1886.8500, 24h_high=1944.8600, atr=3.821411
[2026-02-25 08:01:25.595]	[logic.py - should_long_dca():181]		[DCA] drop=2.98% level=1 (was 0) -> NEW LEVEL spend=$2.98
[2026-02-25 08:01:25.595]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2025% vs required 0.3000%
[2026-02-25 08:01:25.595]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:01:25.844]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:25.845]	[main.py - <module>():91]		SOLUSDT — price=81.6200, 24h_high=82.9900, atr=0.204734
[2026-02-25 08:01:25.845]	[logic.py - should_long_dca():181]		[DCA] drop=1.65% level=0 (was 0) -> no new level
[2026-02-25 08:01:25.845]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:01:35.856]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:01:36.143]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:36.144]	[main.py - <module>():91]		BTCUSDT — price=64928.6000, 24h_high=66310.0000, atr=101.859918
[2026-02-25 08:01:36.145]	[logic.py - should_long_dca():181]		[DCA] drop=2.08% level=1 (was 0) -> NEW LEVEL spend=$2.08
[2026-02-25 08:01:36.145]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1569% vs required 0.3000%
[2026-02-25 08:01:36.145]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:01:36.418]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:36.419]	[main.py - <module>():91]		ETHUSDT — price=1887.0100, 24h_high=1944.8600, atr=3.821411
[2026-02-25 08:01:36.420]	[logic.py - should_long_dca():181]		[DCA] drop=2.97% level=1 (was 0) -> NEW LEVEL spend=$2.97
[2026-02-25 08:01:36.420]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2025% vs required 0.3000%
[2026-02-25 08:01:36.420]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:01:36.673]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:36.674]	[main.py - <module>():91]		SOLUSDT — price=81.6000, 24h_high=82.9900, atr=0.204734
[2026-02-25 08:01:36.674]	[logic.py - should_long_dca():181]		[DCA] drop=1.67% level=0 (was 0) -> no new level
[2026-02-25 08:01:36.674]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 08:01:46.685]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 08:01:46.952]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:46.954]	[main.py - <module>():91]		BTCUSDT — price=64918.8800, 24h_high=66310.0000, atr=101.859918
[2026-02-25 08:01:46.954]	[logic.py - should_long_dca():181]		[DCA] drop=2.10% level=1 (was 0) -> NEW LEVEL spend=$2.10
[2026-02-25 08:01:46.954]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1569% vs required 0.3000%
[2026-02-25 08:01:46.955]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 08:01:47.214]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:47.215]	[main.py - <module>():91]		ETHUSDT — price=1886.6600, 24h_high=1944.8600, atr=3.821411
[2026-02-25 08:01:47.215]	[logic.py - should_long_dca():181]		[DCA] drop=2.99% level=1 (was 0) -> NEW LEVEL spend=$2.99
[2026-02-25 08:01:47.215]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2025% vs required 0.3000%
[2026-02-25 08:01:47.215]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 08:01:47.466]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 08:01:47.466]	[main.py - <module>():91]		SOLUSDT — price=81.6000, 24h_high=82.9900, atr=0.204734
[2026-02-25 08:01:47.467]	[logic.py - should_long_dca():181]		[DCA] drop=1.67% level=0 (was 0) -> no new level
